Python 2.6.5 (r265:79096, Mar 19 2010, 21:48:26) [MSC v.1500 32 bit (Intel)] on win32
Type "copyright", "credits" or "license()" for more information.

    ****************************************************************
    Personal firewall software may warn about the connection IDLE
    makes to its subprocess using this computer's internal loopback
    interface.  This connection is not visible on any external
    interface and no data is sent to or received from the Internet.
    ****************************************************************
    
IDLE 2.6.5      
>>> ================================ RESTART ================================
>>> 

Warning (from warnings module):
  File "C:\Python26\ArcGIS10.0\lib\site-packages\MySQLdb\__init__.py", line 34
    from sets import ImmutableSet
DeprecationWarning: the sets module is deprecated
record 15338: baidu:(116.368167,39.859548)---->origin:(116.355417274,39.8523327494)
record 15339: baidu:(116.395382,39.868686)---->origin:(116.382735397,39.8609948892)
record 15340: baidu:(116.427616,39.871061)---->origin:(116.414918522,39.8634995904)
record 15341: baidu:(116.339681,39.855048)---->origin:(116.326936443,39.848065743)
record 15342: baidu:(116.428992,39.87185)---->origin:(116.416287519,39.8643121569)
record 15343: baidu:(116.368786,39.856329)---->origin:(116.35604159,39.8491034817)
record 15344: baidu:(116.416091,39.851704)---->origin:(116.403454674,39.843995249)
record 15345: baidu:(116.415489,39.851372)---->origin:(116.402854725,39.8436582177)
record 15346: baidu:(116.409841,39.854653)---->origin:(116.397214792,39.8469059776)
record 15347: baidu:(116.415345,39.851711)---->origin:(116.402710753,39.8439959007)
record 15348: baidu:(116.377671,39.857984)---->origin:(116.364963178,39.850585861)
record 15349: baidu:(116.440164,39.860351)---->origin:(116.427410892,39.8530256843)
record 15350: baidu:(116.391954,39.863605)---->origin:(116.37930068,39.8559570034)
record 15351: baidu:(116.392996,39.867863)---->origin:(116.38034324,39.8602002992)
record 15352: baidu:(116.405851,39.864872)---->origin:(116.393219033,39.8571179563)
record 15353: baidu:(116.428398,39.873442)---->origin:(116.415695962,39.8658936546)
record 15354: baidu:(116.430512,39.87457)---->origin:(116.41779921,39.8670589268)
record 15355: baidu:(116.392951,39.862754)---->origin:(116.380301418,39.8550930778)
record 15356: baidu:(116.377419,39.852369)---->origin:(116.364715642,39.8449778254)
record 15357: baidu:(116.400604,39.863716)---->origin:(116.387970182,39.8559812318)
record 15358: baidu:(116.393077,39.850492)---->origin:(116.380439454,39.842833658)
record 15359: baidu:(116.377491,39.853532)---->origin:(116.364786749,39.8461389722)
record 15360: baidu:(116.405572,39.851538)---->origin:(116.39295212,39.8437886172)
record 15361: baidu:(116.386616,39.855228)---->origin:(116.373950396,39.84766445)
record 15362: baidu:(116.438107,39.87203)---->origin:(116.425356641,39.864662683)
record 15363: baidu:(116.377195,39.871649)---->origin:(116.364475966,39.8642569557)
record 15364: baidu:(116.383052,39.85734)---->origin:(116.370369168,39.8498389062)
record 15365: baidu:(116.416255,39.851427)---->origin:(116.403618495,39.8437198172)
record 15366: baidu:(116.421391,39.85241)---->origin:(116.408735609,39.8447595538)
record 15367: baidu:(116.420824,39.865807)---->origin:(116.408159099,39.858144999)
record 15368: baidu:(116.382989,39.85662)---->origin:(116.370306578,39.8491203165)
record 15369: baidu:(116.385872,39.856841)---->origin:(116.373201755,39.8492896004)
record 15370: baidu:(116.437195,39.869448)---->origin:(116.424450152,39.8620635089)
record 15371: baidu:(116.38695,39.856502)---->origin:(116.374284492,39.8489323825)
record 15372: baidu:(116.432845,39.860268)---->origin:(116.420128231,39.8528027753)
record 15373: baidu:(116.344972,39.854273)---->origin:(116.332208986,39.8473018223)
record 15374: baidu:(116.374598,39.856564)---->origin:(116.361877622,39.8492268802)
record 15375: baidu:(116.432813,39.864699)---->origin:(116.420092982,39.8572319448)
record 15376: baidu:(116.416352,39.851738)---->origin:(116.403714877,39.8440315725)
record 15377: baidu:(116.406506,39.851593)---->origin:(116.393885817,39.8438428153)
record 15378: baidu:(116.393571,39.858323)---->origin:(116.38092697,39.8506556178)
record 15379: baidu:(116.385001,39.848269)---->origin:(116.372336088,39.8407360533)
record 15380: baidu:(116.412166,39.863806)---->origin:(116.399527999,39.8560655737)
record 15381: baidu:(116.415364,39.851074)---->origin:(116.402730387,39.8433593026)
record 15382: baidu:(116.414914,39.863903)---->origin:(116.402269704,39.8561804308)
record 15383: baidu:(116.391275,39.87104)---->origin:(116.378615317,39.863399868)
record 15384: baidu:(116.423062,39.868195)---->origin:(116.41038661,39.8605627416)
record 15385: baidu:(116.377549,39.871718)---->origin:(116.364831559,39.8643189832)
record 15386: baidu:(116.415847,39.850049)---->origin:(116.403213163,39.8423387635)
record 15387: baidu:(116.409165,39.858593)---->origin:(116.396535812,39.8508428446)
record 15388: baidu:(116.375128,39.872687)---->origin:(116.362399267,39.8653355721)
record 15389: baidu:(116.361286,39.871185)---->origin:(116.348507898,39.864080802)
record 15390: baidu:(116.423969,39.863668)---->origin:(116.411292505,39.8560499952)
record 15391: baidu:(116.410225,39.863031)---->origin:(116.397590792,39.8552824876)
record 15392: baidu:(116.405886,39.862013)---->origin:(116.393256109,39.8542596753)
record 15393: baidu:(116.416232,39.850326)---->origin:(116.403596755,39.8426190397)
record 15394: baidu:(116.438876,39.863225)---->origin:(116.426126709,39.8558742129)
record 15395: baidu:(116.406839,39.846857)---->origin:(116.394223871,39.8391086192)
record 15396: baidu:(116.392998,39.857229)---->origin:(116.380353299,39.8495691817)
record 15397: baidu:(116.41628,39.851676)---->origin:(116.403643155,39.8439689458)
record 15398: baidu:(116.430134,39.862117)---->origin:(116.417429411,39.8546014323)
record 15399: baidu:(116.450838,39.865274)---->origin:(116.438041164,39.8581332714)
record 15400: baidu:(116.421688,39.844876)---->origin:(116.40903971,39.8372324698)
record 15401: baidu:(116.424679,39.848519)---->origin:(116.412013881,39.8409169415)
record 15402: baidu:(116.432523,39.864637)---->origin:(116.419804498,39.8571645387)
record 15403: baidu:(116.370736,39.870922)---->origin:(116.357988941,39.8636562043)
record 15404: baidu:(116.421526,39.848823)---->origin:(116.408873965,39.8411757336)
record 15405: baidu:(116.445502,39.874231)---->origin:(116.432718308,39.8670014009)
record 15406: baidu:(116.429413,39.863266)---->origin:(116.416711128,39.8557372762)
record 15407: baidu:(116.409363,39.863771)---->origin:(116.396729362,39.8560197911)
record 15408: baidu:(116.400829,39.8631)---->origin:(116.388195898,39.8553640302)
record 15409: baidu:(116.389968,39.865654)---->origin:(116.377306537,39.858033823)
record 15410: baidu:(116.42573,39.85365)---->origin:(116.413054553,39.8460623665)
record 15411: baidu:(116.416228,39.851108)---->origin:(116.403591918,39.8434006986)
record 15412: baidu:(116.406175,39.856841)---->origin:(116.393549571,39.8490890656)
record 15413: baidu:(116.186022,39.82529)---->origin:(116.173439694,39.8178138441)
record 15414: baidu:(116.296526,39.822568)---->origin:(116.284110392,39.8150397211)
record 15415: baidu:(116.295907,39.8275)---->origin:(116.283491269,39.8199658493)
record 15416: baidu:(116.294226,39.830284)---->origin:(116.281814884,39.8227377286)
record 15417: baidu:(116.214573,39.831178)---->origin:(116.201902755,39.8242146972)
record 15418: baidu:(116.214585,39.83318)---->origin:(116.201912995,39.8262161946)
record 15419: baidu:(116.306532,39.811969)---->origin:(116.294059567,39.8045561908)
record 15420: baidu:(116.319101,39.82732)---->origin:(116.306524816,39.8201061622)
record 15421: baidu:(116.425268,39.803523)---->origin:(116.412623381,39.7959393079)
record 15422: baidu:(116.373365,39.811914)---->origin:(116.360673224,39.8046137948)
record 15423: baidu:(116.343336,39.832667)---->origin:(116.330600806,39.8257035037)
record 15424: baidu:(116.342367,39.828664)---->origin:(116.329638427,39.8217002038)
record 15425: baidu:(116.34084,39.823109)---->origin:(116.328120755,39.8161423645)
record 15426: baidu:(116.373225,39.812828)---->origin:(116.36053267,39.805530517)
record 15427: baidu:(116.409058,39.820372)---->origin:(116.396463685,39.8126343997)
record 15428: baidu:(116.34211,39.827424)---->origin:(116.329383251,39.8204599888)
record 15429: baidu:(116.356192,39.829523)---->origin:(116.34344385,39.8224971271)
record 15430: baidu:(116.341954,39.832674)---->origin:(116.329223691,39.8257080773)
record 15431: baidu:(116.340168,39.828844)---->origin:(116.327448035,39.8218734856)
record 15432: baidu:(116.400467,39.816493)---->origin:(116.387872905,39.8087738345)
record 15433: baidu:(116.405081,39.814713)---->origin:(116.392489996,39.8069752112)
record 15434: baidu:(116.386085,39.807833)---->origin:(116.373449123,39.8002906615)
record 15435: baidu:(116.406132,39.820171)---->origin:(116.393539765,39.8124313275)
record 15436: baidu:(116.38209,39.811297)---->origin:(116.369437565,39.803826826)
record 15437: baidu:(116.409063,39.820199)---->origin:(116.396468739,39.8124614365)
record 15438: baidu:(116.383427,39.809911)---->origin:(116.370780281,39.8024159957)
record 15439: baidu:(116.417883,39.811796)---->origin:(116.405270153,39.8041154791)
record 15440: baidu:(116.340817,39.822637)---->origin:(116.328098074,39.8156703757)
record 15441: baidu:(116.342162,39.828629)---->origin:(116.329434203,39.8216647809)
record 15442: baidu:(116.374588,39.802629)---->origin:(116.361898769,39.7953041853)
record 15443: baidu:(116.367307,39.814332)---->origin:(116.354591018,39.8071458959)
record 15444: baidu:(116.403494,39.823967)---->origin:(116.39089992,39.8162320707)
record 15445: baidu:(116.409804,39.820171)---->origin:(116.397208868,39.8124353277)
record 15446: baidu:(116.382088,39.81129)---->origin:(116.369435556,39.8038198635)
record 15447: baidu:(116.414094,39.827839)---->origin:(116.401486897,39.8201231388)
record 15448: baidu:(116.340817,39.822637)---->origin:(116.328098074,39.8156703757)
record 15449: baidu:(116.38344,39.809329)---->origin:(116.370793222,39.8018337394)
record 15450: baidu:(116.408995,39.82218)---->origin:(116.39640004,39.8144419639)
record 15451: baidu:(116.409063,39.820255)---->origin:(116.39646872,39.8125174281)
record 15452: baidu:(116.367207,39.814318)---->origin:(116.354490663,39.8071336795)
record 15453: baidu:(116.425234,39.803308)---->origin:(116.412589433,39.7957237491)
record 15454: baidu:(116.196335,39.842169)---->origin:(116.183705015,39.8348850228)
record 15455: baidu:(116.320889,39.854113)---->origin:(116.308271391,39.8469184128)
record 15456: baidu:(116.327247,39.893076)---->origin:(116.314570453,39.8859732047)
record 15457: baidu:(116.303093,39.840029)---->origin:(116.290627609,39.8325634496)
record 15458: baidu:(116.327928,39.893554)---->origin:(116.315246718,39.8864604619)
record 15459: baidu:(116.289843,39.863543)---->origin:(116.277411777,39.8559666872)
record 15460: baidu:(116.327987,39.893713)---->origin:(116.315305389,39.8866202783)
record 15461: baidu:(116.307192,39.863834)---->origin:(116.294674827,39.8564158123)
record 15462: baidu:(116.323923,39.887596)---->origin:(116.311269066,39.880444322)
record 15463: baidu:(116.323871,39.890025)---->origin:(116.311218662,39.8828729266)
record 15464: baidu:(116.290355,39.843554)---->origin:(116.277942491,39.8359860838)
record 15465: baidu:(116.302033,39.848062)---->origin:(116.289565357,39.8405802895)
record 15466: baidu:(116.272231,39.900508)---->origin:(116.259786124,39.8930332132)
record 15467: baidu:(116.324691,39.85392)---->origin:(116.312043165,39.8467843392)
record 15468: baidu:(116.297354,39.847494)---->origin:(116.284912307,39.8399642967)
record 15469: baidu:(116.293284,39.872438)---->origin:(116.280838674,39.8648727508)
record 15470: baidu:(116.323934,39.886703)---->origin:(116.311279605,39.879551366)
record 15471: baidu:(116.28105,39.899518)---->origin:(116.268627561,39.8919592272)
record 15472: baidu:(116.296083,39.867897)---->origin:(116.283628823,39.8603504326)
record 15473: baidu:(116.27414,39.895609)---->origin:(116.261698475,39.88810973)
record 15474: baidu:(116.272408,39.886931)---->origin:(116.259954955,39.8794509967)
record 15475: baidu:(116.312079,39.856544)---->origin:(116.299530808,39.8492038188)
record 15476: baidu:(116.306857,39.890779)---->origin:(116.2943406,39.8833550925)
record 15477: baidu:(116.302694,39.840119)---->origin:(116.290231021,39.8326484534)
record 15478: baidu:(116.293994,39.874868)---->origin:(116.28154561,39.8673064531)
record 15479: baidu:(116.276272,39.887063)---->origin:(116.263832152,39.8795393035)
record 15480: baidu:(116.267617,39.86841)---->origin:(116.255142411,39.8609982447)
record 15481: baidu:(116.309426,39.864242)---->origin:(116.296891969,39.8568574098)
record 15482: baidu:(116.292574,39.855367)---->origin:(116.280142709,39.8478025278)
record 15483: baidu:(116.323575,39.886398)---->origin:(116.31092333,39.8792408791)
record 15484: baidu:(116.32786,39.846531)---->origin:(116.315196092,39.8394428556)
record 15485: baidu:(116.317331,39.857374)---->origin:(116.30473937,39.850120096)
record 15486: baidu:(116.296553,39.842972)---->origin:(116.28411999,39.8354374775)
record 15487: baidu:(116.310345,39.846891)---->origin:(116.297820604,39.83952677)
record 15488: baidu:(116.309444,39.893069)---->origin:(116.296909865,39.8856844186)
record 15489: baidu:(116.324114,39.884426)---->origin:(116.31145739,39.8772768238)
record 15490: baidu:(116.327871,39.850111)---->origin:(116.315203051,39.8430215826)
record 15491: baidu:(116.308827,39.890288)---->origin:(116.29629586,39.8828933701)
record 15492: baidu:(116.324329,39.850589)---->origin:(116.311687535,39.8434492156)
record 15493: baidu:(116.300871,39.870666)---->origin:(116.288391347,39.8631640652)
record 15494: baidu:(116.299578,39.868202)---->origin:(116.287106678,39.8606866391)
record 15495: baidu:(116.298979,39.839662)---->origin:(116.286537821,39.8321503746)
record 15496: baidu:(116.275606,39.89554)---->origin:(116.263169173,39.8880246833)
record 15497: baidu:(116.273423,39.887)---->origin:(116.260973884,39.8795074804)
record 15498: baidu:(116.240535,39.852417)---->origin:(116.227900083,39.845452451)
record 15499: baidu:(116.255618,39.881256)---->origin:(116.243065863,39.8740510035)
record 15500: baidu:(116.289921,39.874404)---->origin:(116.277484482,39.8668259578)
record 15501: baidu:(116.27247,39.886945)---->origin:(116.260017207,39.8794642134)
record 15502: baidu:(116.271684,39.900273)---->origin:(116.259236674,39.8928052503)
record 15503: baidu:(116.296346,39.873601)---->origin:(116.283888459,39.8660556229)
record 15504: baidu:(116.289206,39.860525)---->origin:(116.276778417,39.8529483448)
record 15505: baidu:(116.321356,39.85385)---->origin:(116.308734863,39.8466629724)
record 15506: baidu:(116.203786,39.837037)---->origin:(116.191135887,39.8299010056)
record 15507: baidu:(116.253615,39.873033)---->origin:(116.241049553,39.8658640875)
record 15508: baidu:(116.262826,39.900632)---->origin:(116.250332106,39.8933017354)
record 15509: baidu:(116.300863,39.870694)---->origin:(116.288383383,39.8631919719)
record 15510: baidu:(116.271289,39.900466)---->origin:(116.258840151,39.8930035533)
record 15511: baidu:(116.310971,39.884142)---->origin:(116.29842083,39.8767800289)
record 15512: baidu:(116.276773,39.887602)---->origin:(116.264334738,39.8800735364)
record 15513: baidu:(116.313828,39.856557)---->origin:(116.301265783,39.8492453786)
record 15514: baidu:(116.26479,39.895498)---->origin:(116.252303931,39.888132983)
record 15515: baidu:(116.301077,39.840036)---->origin:(116.288623853,39.8325463927)
record 15516: baidu:(116.306884,39.890384)---->origin:(116.294367185,39.8829604111)
record 15517: baidu:(116.296508,39.847792)---->origin:(116.284069852,39.8402551902)
record 15518: baidu:(116.295517,39.849225)---->origin:(116.283081518,39.8416801644)
record 15519: baidu:(116.285879,39.899671)---->origin:(116.273457817,39.8920944841)
record 15520: baidu:(116.296922,39.849883)---->origin:(116.284479686,39.8423487106)
record 15521: baidu:(116.296891,39.847999)---->origin:(116.284450897,39.8404652011)
record 15522: baidu:(116.326063,39.853795)---->origin:(116.313404688,39.8466793017)
record 15523: baidu:(116.246749,39.841282)---->origin:(116.234164219,39.8342378305)
record 15524: baidu:(116.290402,39.878785)---->origin:(116.277964006,39.8712079562)
record 15525: baidu:(116.325326,39.857721)---->origin:(116.312669481,39.8505933197)
record 15526: baidu:(116.253677,39.872134)---->origin:(116.241112253,39.8649640904)
record 15527: baidu:(116.257261,39.873566)---->origin:(116.244720517,39.8663315676)
record 15528: baidu:(116.267551,39.895491)---->origin:(116.255080302,39.888081472)
record 15529: baidu:(116.316593,39.857146)---->origin:(116.304007654,39.8498799431)
record 15530: baidu:(116.306961,39.873117)---->origin:(116.294440861,39.8656937369)
record 15531: baidu:(116.294955,39.849017)---->origin:(116.28252201,39.8414683755)
record 15532: baidu:(116.270411,39.858711)---->origin:(116.257957074,39.8512605852)
record 15533: baidu:(116.263799,39.894834)---->origin:(116.251306571,39.8874855246)
record 15534: baidu:(116.249223,39.839946)---->origin:(116.23665612,39.8328629312)
record 15535: baidu:(116.264526,39.863494)---->origin:(116.25203719,39.8561333019)
record 15536: baidu:(116.260264,39.899145)---->origin:(116.247752558,39.8918594183)
record 15537: baidu:(116.321778,39.853933)---->origin:(116.309153357,39.8467526378)
record 15538: baidu:(116.270774,39.90001)---->origin:(116.258322516,39.892554418)
record 15539: baidu:(116.302339,39.840015)---->origin:(116.289878329,39.8325401606)
record 15540: baidu:(116.259813,39.900148)---->origin:(116.247299411,39.8928707562)
record 15541: baidu:(116.307001,39.873054)---->origin:(116.294480591,39.8656313259)
record 15542: baidu:(116.277587,39.901712)---->origin:(116.265160361,39.8941793014)
record 15543: baidu:(116.315568,39.895298)---->origin:(116.302986684,39.8880130591)
record 15544: baidu:(116.271049,39.858752)---->origin:(116.258597885,39.8512927925)
record 15545: baidu:(116.316134,39.857007)---->origin:(116.303552554,39.8497333765)
record 15546: baidu:(116.299264,39.868188)---->origin:(116.286794363,39.8606694578)
record 15547: baidu:(116.290355,39.886807)---->origin:(116.277918889,39.8792303638)
record 15548: baidu:(116.301117,39.847826)---->origin:(116.288655063,39.8403337477)
record 15549: baidu:(116.309426,39.893215)---->origin:(116.296892096,39.8858301714)
record 15550: baidu:(116.316975,39.857215)---->origin:(116.304386449,39.8499552529)
record 15551: baidu:(116.295987,39.847771)---->origin:(116.283551147,39.8402301792)
record 15552: baidu:(116.299389,39.848062)---->origin:(116.286936447,39.8405511254)
record 15553: baidu:(116.270735,39.899366)---->origin:(116.258282818,39.8919107772)
record 15554: baidu:(116.246553,39.841476)---->origin:(116.23396673,39.834434754)
record 15555: baidu:(116.296519,39.843208)---->origin:(116.284085882,39.8356731133)
record 15556: baidu:(116.293928,39.844662)---->origin:(116.281503694,39.8371087267)
record 15557: baidu:(116.263882,39.894862)---->origin:(116.251390091,39.8875121199)
record 15558: baidu:(116.326063,39.89536)---->origin:(116.313396952,39.8882412449)
record 15559: baidu:(116.269203,39.898716)---->origin:(116.256743139,39.8912823734)
record 15560: baidu:(116.307477,39.89082)---->origin:(116.294956145,39.883405175)
record 15561: baidu:(116.327177,39.849855)---->origin:(116.314514476,39.842756332)
record 15562: baidu:(116.262382,39.899518)---->origin:(116.249884428,39.8921951359)
record 15563: baidu:(116.239901,39.852313)---->origin:(116.227262707,39.8453555967)
record 15564: baidu:(116.283266,39.895457)---->origin:(116.270842022,39.8878863876)
record 15565: baidu:(116.259887,39.895249)---->origin:(116.247370114,39.8879691549)
record 15566: baidu:(116.322743,39.850658)---->origin:(116.310114054,39.8434940028)
record 15567: baidu:(116.320395,39.851025)---->origin:(116.307784679,39.8438236303)
record 15568: baidu:(116.26118,39.895803)---->origin:(116.248671928,39.888500275)
record 15569: baidu:(116.320925,39.853781)---->origin:(116.30830744,39.8465871123)
record 15570: baidu:(116.275973,39.90012)---->origin:(116.263540813,39.8926021211)
record 15571: baidu:(116.271356,39.900681)---->origin:(116.258907617,39.893217716)
record 15572: baidu:(116.32498,39.853684)---->origin:(116.312330154,39.8465526896)
record 15573: baidu:(116.259975,39.899165)---->origin:(116.247461679,39.8918845868)
record 15574: baidu:(116.276804,39.874176)---->origin:(116.264364152,39.8666468031)
record 15575: baidu:(116.291173,39.879249)---->origin:(116.278733115,39.8716742885)
record 15576: baidu:(116.299275,39.840874)---->origin:(116.286830973,39.8333648423)
record 15577: baidu:(116.263487,39.895858)---->origin:(116.250993416,39.8885150958)
record 15578: baidu:(116.271353,39.899567)---->origin:(116.258903689,39.8921034474)
record 15579: baidu:(116.32706,39.849952)---->origin:(116.314398245,39.8428516926)
record 15580: baidu:(116.313109,39.856371)---->origin:(116.300552756,39.8490476434)
record 15581: baidu:(116.330642,39.847134)---->origin:(116.317957658,39.8400803419)
record 15582: baidu:(116.307933,39.839918)---->origin:(116.29543446,39.8325194421)
record 15583: baidu:(116.279944,39.871954)---->origin:(116.267511251,39.864399446)
record 15584: baidu:(116.296644,39.85115)---->origin:(116.284201574,39.8436129526)
record 15585: baidu:(116.250491,39.83942)---->origin:(116.237933304,39.8323159543)
record 15586: baidu:(116.302246,39.843111)---->origin:(116.289782545,39.8356338207)
record 15587: baidu:(116.26239,39.899442)---->origin:(116.249892416,39.8921189757)
record 15588: baidu:(116.318643,39.889471)---->origin:(116.306032781,39.8822357397)
record 15589: baidu:(116.247237,39.840735)---->origin:(116.234656012,39.8336834926)
record 15590: baidu:(116.257461,39.87356)---->origin:(116.244921879,39.8663219549)
record 15591: baidu:(116.310019,39.884038)---->origin:(116.297476177,39.8766609734)
record 15592: baidu:(116.275201,39.895394)---->origin:(116.262762825,39.8878829153)
record 15593: baidu:(116.256578,39.873594)---->origin:(116.244032847,39.8663719019)
record 15594: baidu:(116.256152,39.873553)---->origin:(116.243603936,39.8663385935)
record 15595: baidu:(116.256032,39.873587)---->origin:(116.243483103,39.8663747541)
record 15596: baidu:(116.308323,39.892564)---->origin:(116.29579697,39.8851621588)
record 15597: baidu:(116.314095,39.900051)---->origin:(116.301529351,39.8927429226)
record 15598: baidu:(116.292706,39.856661)---->origin:(116.28027303,39.8490966887)
record 15599: baidu:(116.312005,39.856405)---->origin:(116.299457529,39.8490636701)
record 15600: baidu:(116.302253,39.840022)---->origin:(116.289792849,39.8325461199)
record 15601: baidu:(116.27064,39.858718)---->origin:(116.258187103,39.8512644031)
record 15602: baidu:(116.296805,39.843027)---->origin:(116.284370796,39.8354944868)
record 15603: baidu:(116.296715,39.855844)---->origin:(116.284267405,39.8483057791)
record 15604: baidu:(116.249865,39.839655)---->origin:(116.237302784,39.8325613931)
record 15605: baidu:(116.28536,39.899671)---->origin:(116.27293911,39.8920953743)
record 15606: baidu:(116.280026,39.87257)---->origin:(116.267593181,39.8650148156)
record 15607: baidu:(116.277049,39.895533)---->origin:(116.264616159,39.8880035139)
record 15608: baidu:(116.302343,39.840022)---->origin:(116.289882297,39.8325472063)
record 15609: baidu:(116.297766,39.843187)---->origin:(116.28532711,39.8356626271)
record 15610: baidu:(116.268367,39.868645)---->origin:(116.255896166,39.8612217359)
record 15611: baidu:(116.330308,39.895228)---->origin:(116.317610876,39.8881647538)
record 15612: baidu:(116.326255,39.853733)---->origin:(116.313595288,39.8466200437)
record 15613: baidu:(116.244618,39.844142)---->origin:(116.232016426,39.8371282009)
record 15614: baidu:(116.297969,39.842695)---->origin:(116.285529661,39.8351726473)
record 15615: baidu:(116.314284,39.85466)---->origin:(116.301719967,39.8473565676)
record 15616: baidu:(116.309287,39.847182)---->origin:(116.296770375,39.839801142)
record 15617: baidu:(116.309301,39.847182)---->origin:(116.296784269,39.8398013582)
record 15618: baidu:(116.262531,39.899255)---->origin:(116.250034146,39.8919294712)
record 15619: baidu:(116.32723,39.852985)---->origin:(116.314563719,39.8458858519)
record 15620: baidu:(116.320359,39.851032)---->origin:(116.307748966,39.8438300463)
record 15621: baidu:(116.234115,39.885859)---->origin:(116.221434409,39.8789459265)
record 15622: baidu:(116.297321,39.847542)---->origin:(116.284879409,39.8400119944)
record 15623: baidu:(116.30668,39.875332)---->origin:(116.294161397,39.8679044789)
record 15624: baidu:(116.293821,39.848297)---->origin:(116.281393045,39.8407416565)
record 15625: baidu:(116.248054,39.840209)---->origin:(116.235478991,39.8331447984)
record 15626: baidu:(116.315777,39.876404)---->origin:(116.303187481,39.869120443)
record 15627: baidu:(116.274171,39.886952)---->origin:(116.261724538,39.879450705)
record 15628: baidu:(116.240476,39.852417)---->origin:(116.227840755,39.8454531251)
record 15629: baidu:(116.253547,39.87158)---->origin:(116.24098154,39.8644124662)
record 15630: baidu:(116.272973,39.895422)---->origin:(116.260527081,39.8879365643)
record 15631: baidu:(116.23971,39.853421)---->origin:(116.227069503,39.8464652577)
record 15632: baidu:(116.277304,39.895519)---->origin:(116.264871782,39.887987179)
record 15633: baidu:(116.317673,39.857194)---->origin:(116.305078726,39.8499458152)
record 15634: baidu:(116.256575,39.873587)---->origin:(116.244029828,39.8663649568)
record 15635: baidu:(116.328048,39.890481)---->origin:(116.315363969,39.8833884251)
record 15636: baidu:(116.309439,39.893215)---->origin:(116.296904998,39.8858303728)
